longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,2.275,0.801,201101
112.965083,24.688057,2,2.7,0.74539995,201101
112.97792,24.688057,3,3.125,0.728,201101
112.862387,24.696527,4,3.3,0.5614,201101
112.888061,24.696527,5,0.975,0.75659996,201101
112.939409,24.696527,6,1.5749999999999995,0.8613,201101
112.952246,24.696527,7,2.025,0.7996,201101
112.965083,24.696527,8,2.675,0.746,201101
112.97792,24.696527,9,3.125,0.71349996,201101
112.990757,24.696527,10,3.1750000000000003,0.7018,201101
113.003594,24.696527,11,3.15,0.6119,201101
113.016431,24.696527,12,3.125,0.50159997,201101
112.84955,24.704997,13,3.575,0.5961,201101
112.862387,24.704997,14,3.375,0.5961,201101
112.875224,24.704997,15,2.225,0.7396,201101
112.888061,24.704997,16,1.325,0.7643,201101
112.900898,24.704997,17,-0.1,0.84959996,201101
112.913735,24.704997,18,0.425,0.9371,201101
112.926572,24.704997,19,1.1,0.8743,201101
112.939409,24.704997,20,1.4499999999999995,0.854,201101
112.952246,24.704997,21,1.95,0.84099996,201101
112.965083,24.704997,22,2.475,0.7808,201101
112.97792,24.704997,23,2.925,0.7557,201101
112.990757,24.704997,24,3.05,0.7582,201101
113.003594,24.704997,25,3.1500000000000004,0.5614,201101
113.016431,24.704997,26,3.125,0.6119,201101
112.84955,24.713467,27,3.2750000000000004,0.60249996,201101
112.862387,24.713467,28,2.65,0.634,201101
112.875224,24.713467,29,1.125,0.62299997,201101
112.888061,24.713467,30,0.575,0.6638,201101
112.900898,24.713467,31,-0.05,0.79389995,201101
112.913735,24.713467,32,0.475,0.85529995,201101
112.926572,24.713467,33,1.0,0.88019997,201101
112.939409,24.713467,34,1.375,0.8768,201101
112.952246,24.713467,35,1.875,0.7987,201101
112.965083,24.713467,36,2.45,0.7466,201101
112.97792,24.713467,37,2.75,0.7388,201101
112.990757,24.713467,38,2.85,0.7272,201101
113.003594,24.713467,39,2.975,0.6319,201101
112.84955,24.721937,40,2.75,0.6004,201101
112.862387,24.721937,41,2.125,0.6964,201101
