longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,6.4750000000000005,0.7675,200601
112.965083,24.688057,2,6.9,0.7527,200601
112.97792,24.688057,3,7.325,0.6951,200601
112.862387,24.696527,4,7.5,0.69369996,200601
112.888061,24.696527,5,5.175,0.803,200601
112.939409,24.696527,6,5.775,0.7927,200601
112.952246,24.696527,7,6.2250000000000005,0.7683,200601
112.965083,24.696527,8,6.875,0.72969997,200601
112.97792,24.696527,9,7.325,0.7054,200601
112.990757,24.696527,10,7.375,0.7571,200601
113.003594,24.696527,11,7.35,0.6727,200601
113.016431,24.696527,12,7.325,0.6335,200601
112.84955,24.704997,13,7.775,0.71419996,200601
112.862387,24.704997,14,7.575,0.71419996,200601
112.875224,24.704997,15,6.425,0.75619996,200601
112.888061,24.704997,16,5.525,0.7901,200601
112.900898,24.704997,17,4.1,0.7856,200601
112.913735,24.704997,18,4.625,0.7977,200601
112.926572,24.704997,19,5.299999999999999,0.752,200601
112.939409,24.704997,20,5.65,0.7603,200601
112.952246,24.704997,21,6.15,0.7927,200601
112.965083,24.704997,22,6.675,0.7776,200601
112.97792,24.704997,23,7.125,0.7574,200601
112.990757,24.704997,24,7.25,0.76809996,200601
113.003594,24.704997,25,7.35,0.64849997,200601
113.016431,24.704997,26,7.324999999999999,0.63549995,200601
112.84955,24.713467,27,7.475,0.722,200601
112.862387,24.713467,28,6.85,0.64489996,200601
112.875224,24.713467,29,5.325000000000001,0.61939996,200601
112.888061,24.713467,30,4.775,0.6671,200601
112.900898,24.713467,31,4.15,0.7897,200601
112.913735,24.713467,32,4.675,0.76739997,200601
112.926572,24.713467,33,5.199999999999999,0.7815,200601
112.939409,24.713467,34,5.574999999999999,0.7364,200601
112.952246,24.713467,35,6.075,0.7798,200601
112.965083,24.713467,36,6.65,0.75009996,200601
112.97792,24.713467,37,6.95,0.7536,200601
112.990757,24.713467,38,7.05,0.74719995,200601
113.003594,24.713467,39,7.175,0.6301,200601
112.84955,24.721937,40,6.95,0.71419996,200601
112.862387,24.721937,41,6.325,0.7223,200601
112.875224,24.721937,42,4.975,0.6353,200601
112.888061,24.721937,43,4.35,0.7339,200601
112.900898,24.721937,44,4.275,0.7669,200601
112.913735,24.721937,45,4.75,0.6993,200601
112.926572,24.721937,46,5.0,0.7432,200601
112.939409,24.721937,47,5.25,0.7744,200601
112.952246,24.721937,48,5.9,0.7873,200601
112.965083,24.721937,49,6.35,0.78239995,200601
112.97792,24.721937,50,6.800000000000001,0.7626,200601
112.990757,24.721937,51,6.875000000000001,0.7626,200601
113.003594,24.721937,52,7.050000000000001,0.6843,200601
112.862387,24.730407,53,6.35,0.74219996,200601
112.875224,24.730407,54,5.175,0.66209996,200601
112.888061,24.730407,55,4.825,0.8164,200601
112.900898,24.730407,56,4.675,0.7636,200601
112.913735,24.730407,57,5.125,0.7636,200601
112.926572,24.730407,58,4.875,0.7565,200601
112.939409,24.730407,59,5.325,0.7611,200601
112.952246,24.730407,60,5.824999999999999,0.7769,200601
112.965083,24.730407,61,6.375,0.77489996,200601
112.97792,24.730407,62,6.65,0.7362,200601
112.990757,24.730407,63,6.874999999999999,0.7294,200601
113.003594,24.730407,64,7.074999999999999,0.6437,200601
