longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,5.4750000000000005,0.78239995,200301
112.965083,24.688057,2,5.9,0.77709997,200301
112.97792,24.688057,3,6.325,0.6939,200301
112.862387,24.696527,4,6.5,0.7082,200301
112.888061,24.696527,5,4.175,0.8143,200301
112.939409,24.696527,6,4.775,0.7712,200301
112.952246,24.696527,7,5.2250000000000005,0.768,200301
112.965083,24.696527,8,5.875,0.7608,200301
112.97792,24.696527,9,6.325,0.75259995,200301
112.990757,24.696527,10,6.375,0.76339996,200301
113.003594,24.696527,11,6.35,0.6798,200301
113.016431,24.696527,12,6.325,0.645,200301
112.84955,24.704997,13,6.775,0.71919996,200301
112.862387,24.704997,14,6.575,0.71919996,200301
112.875224,24.704997,15,5.425,0.78139997,200301
112.888061,24.704997,16,4.525,0.81,200301
112.900898,24.704997,17,3.1,0.8551,200301
112.913735,24.704997,18,3.625,0.8434,200301
112.926572,24.704997,19,4.299999999999999,0.7956,200301
112.939409,24.704997,20,4.65,0.78749996,200301
112.952246,24.704997,21,5.15,0.78599995,200301
112.965083,24.704997,22,5.675,0.78319997,200301
112.97792,24.704997,23,6.125,0.7696,200301
112.990757,24.704997,24,6.25,0.7768,200301
113.003594,24.704997,25,6.35,0.6554,200301
113.016431,24.704997,26,6.324999999999999,0.631,200301
112.84955,24.713467,27,6.475,0.7132,200301
112.862387,24.713467,28,5.85,0.6227,200301
112.875224,24.713467,29,4.324999999999999,0.6374,200301
112.888061,24.713467,30,3.775,0.6746,200301
112.900898,24.713467,31,3.15,0.807,200301
112.913735,24.713467,32,3.675,0.7718,200301
112.926572,24.713467,33,4.199999999999999,0.7772,200301
112.939409,24.713467,34,4.574999999999999,0.7891,200301
112.952246,24.713467,35,5.075,0.743,200301
112.965083,24.713467,36,5.65,0.7752,200301
112.97792,24.713467,37,5.95,0.7671,200301
112.990757,24.713467,38,6.05,0.76299995,200301
113.003594,24.713467,39,6.175,0.64199996,200301
112.84955,24.721937,40,5.95,0.7044,200301
112.862387,24.721937,41,5.324999999999999,0.7524,200301
112.875224,24.721937,42,3.975,0.645,200301
112.888061,24.721937,43,3.35,0.7725,200301
112.900898,24.721937,44,3.275,0.7694,200301
112.913735,24.721937,45,3.75,0.73759997,200301
112.926572,24.721937,46,4.0,0.7352,200301
112.939409,24.721937,47,4.25,0.7542,200301
112.952246,24.721937,48,4.9,0.7578,200301
112.965083,24.721937,49,5.35,0.78389996,200301
112.97792,24.721937,50,5.800000000000001,0.75879997,200301
112.990757,24.721937,51,5.875000000000001,0.75879997,200301
113.003594,24.721937,52,6.050000000000001,0.6954,200301
112.862387,24.730407,53,5.35,0.76739997,200301
112.875224,24.730407,54,4.175,0.70449996,200301
112.888061,24.730407,55,3.825,0.8152,200301
112.900898,24.730407,56,3.675,0.81219995,200301
112.913735,24.730407,57,4.125,0.81219995,200301
112.926572,24.730407,58,3.875,0.7812,200301
112.939409,24.730407,59,4.325,0.7418,200301
112.952246,24.730407,60,4.824999999999999,0.7427,200301
112.965083,24.730407,61,5.375,0.7698,200301
112.97792,24.730407,62,5.65,0.7456,200301
112.990757,24.730407,63,5.874999999999999,0.7445,200301
113.003594,24.730407,64,6.074999999999999,0.5822,200301
112.84955,24.738877,65,6.25,0.72959995,200301
112.862387,24.738877,66,5.699999999999999,0.7643,200301
112.875224,24.738877,67,4.875,0.76339996,200301
112.888061,24.738877,68,4.674999999999999,0.7833,200301
112.900898,24.738877,69,4.775,0.7665,200301
112.913735,24.738877,70,4.6,0.7339,200301
112.926572,24.738877,71,4.1,0.777,200301
112.939409,24.738877,72,4.15,0.7007,200301
112.952246,24.738877,73,4.75,0.7409,200301
112.965083,24.738877,74,5.3500000000000005,0.77889997,200301
112.97792,24.738877,75,5.775,0.72639996,200301
112.990757,24.738877,76,5.975,0.71669996,200301
113.003594,24.738877,77,6.074999999999999,0.5469,200301
112.84955,24.747347,78,6.675000000000001,0.7014,200301
112.862387,24.747347,79,6.199999999999999,0.7664,200301
112.875224,24.747347,80,5.825,0.77019995,200301
112.888061,24.747347,81,5.425000000000001,0.773,200301
112.900898,24.747347,82,5.175,0.7098,200301
112.913735,24.747347,83,4.675000000000001,0.7011,200301
112.926572,24.747347,84,4.25,0.6541,200301
112.939409,24.747347,85,4.074999999999999,0.6924,200301
112.952246,24.747347,86,4.625,0.7263,200301
112.965083,24.747347,87,5.300000000000001,0.7733,200301
112.97792,24.747347,88,5.8500000000000005,0.7716,200301
112.84955,24.755817,89,7.274999999999999,0.73679996,200301
