longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,5.4750000000000005,0.71489996,200701
112.965083,24.688057,2,5.9,0.7054,200701
112.97792,24.688057,3,6.325,0.5979,200701
112.862387,24.696527,4,6.5,0.69549996,200701
112.888061,24.696527,5,4.175,0.7905,200701
112.939409,24.696527,6,4.775,0.70739996,200701
112.952246,24.696527,7,5.2250000000000005,0.686,200701
112.965083,24.696527,8,5.875,0.68909997,200701
112.97792,24.696527,9,6.325,0.5826,200701
112.990757,24.696527,10,6.375,0.6046,200701
113.003594,24.696527,11,6.35,0.63549995,200701
113.016431,24.696527,12,6.325,0.5967,200701
112.84955,24.704997,13,6.775,0.7202,200701
112.862387,24.704997,14,6.575,0.7202,200701
112.875224,24.704997,15,5.425,0.72819996,200701
112.888061,24.704997,16,4.525,0.7714,200701
112.900898,24.704997,17,3.1,0.8074,200701
112.913735,24.704997,18,3.625,0.7863,200701
112.926572,24.704997,19,4.299999999999999,0.74799997,200701
112.939409,24.704997,20,4.65,0.72819996,200701
112.952246,24.704997,21,5.15,0.71819997,200701
112.965083,24.704997,22,5.675,0.6806,200701
112.97792,24.704997,23,6.125,0.6906,200701
112.990757,24.704997,24,6.25,0.6975,200701
113.003594,24.704997,25,6.35,0.629,200701
113.016431,24.704997,26,6.324999999999999,0.5895,200701
112.84955,24.713467,27,6.475,0.6821,200701
112.862387,24.713467,28,5.85,0.61289996,200701
112.875224,24.713467,29,4.324999999999999,0.5972,200701
112.888061,24.713467,30,3.775,0.6864,200701
112.900898,24.713467,31,3.15,0.7782,200701
112.913735,24.713467,32,3.675,0.726,200701
112.926572,24.713467,33,4.199999999999999,0.7402,200701
112.939409,24.713467,34,4.574999999999999,0.7294,200701
112.952246,24.713467,35,5.075,0.71309996,200701
112.965083,24.713467,36,5.65,0.6852,200701
112.97792,24.713467,37,5.95,0.692,200701
112.990757,24.713467,38,6.05,0.6799,200701
113.003594,24.713467,39,6.175,0.5837,200701
112.84955,24.721937,40,5.95,0.6648,200701
112.862387,24.721937,41,5.324999999999999,0.66789997,200701
112.875224,24.721937,42,3.975,0.6545,200701
112.888061,24.721937,43,3.35,0.77279997,200701
112.900898,24.721937,44,3.275,0.70879996,200701
112.913735,24.721937,45,3.75,0.73929995,200701
112.926572,24.721937,46,4.0,0.7061,200701
112.939409,24.721937,47,4.25,0.7373,200701
112.952246,24.721937,48,4.9,0.7299,200701
112.965083,24.721937,49,5.35,0.7127,200701
112.97792,24.721937,50,5.800000000000001,0.6807,200701
112.990757,24.721937,51,5.875000000000001,0.6807,200701
113.003594,24.721937,52,6.050000000000001,0.6245,200701
112.862387,24.730407,53,5.35,0.68729997,200701
112.875224,24.730407,54,4.175,0.64129996,200701
112.888061,24.730407,55,3.825,0.7976,200701
112.900898,24.730407,56,3.675,0.7277,200701
112.913735,24.730407,57,4.125,0.7277,200701
112.926572,24.730407,58,3.875,0.7477,200701
112.939409,24.730407,59,4.325,0.7193,200701
112.952246,24.730407,60,4.824999999999999,0.7114,200701
112.965083,24.730407,61,5.375,0.6774,200701
112.97792,24.730407,62,5.65,0.6773,200701
112.990757,24.730407,63,5.874999999999999,0.66319996,200701
113.003594,24.730407,64,6.074999999999999,0.59639996,200701
112.84955,24.738877,65,6.25,0.6469,200701
112.862387,24.738877,66,5.699999999999999,0.6969,200701
112.875224,24.738877,67,4.875,0.71529996,200701
112.888061,24.738877,68,4.674999999999999,0.7507,200701
112.900898,24.738877,69,4.775,0.69339997,200701
112.913735,24.738877,70,4.6,0.7662,200701
112.926572,24.738877,71,4.1,0.7403,200701
112.939409,24.738877,72,4.15,0.7057,200701
