longitude,latitude,tmp,时间步长,年份,region_id
112.952246,24.688057,5.675,0,201601,1
112.965083,24.688057,6.1,0,201601,2
112.97792,24.688057,6.525,0,201601,3
112.862387,24.696527,6.699999999999999,0,201601,4
112.888061,24.696527,4.375,0,201601,5
112.939409,24.696527,4.975,0,201601,6
112.952246,24.696527,5.425,0,201601,7
112.965083,24.696527,6.075,0,201601,8
112.97792,24.696527,6.525,0,201601,9
112.990757,24.696527,6.575,0,201601,10
113.003594,24.696527,6.550000000000001,0,201601,11
113.016431,24.696527,6.525,0,201601,12
112.84955,24.704997,6.975,0,201601,13
112.862387,24.704997,6.775,0,201601,14
112.875224,24.704997,5.625,0,201601,15
112.888061,24.704997,4.725,0,201601,16
112.900898,24.704997,3.3000000000000003,0,201601,17
112.913735,24.704997,3.825,0,201601,18
112.926572,24.704997,4.5,0,201601,19
112.939409,24.704997,4.85,0,201601,20
112.952246,24.704997,5.35,0,201601,21
112.965083,24.704997,5.875,0,201601,22
112.97792,24.704997,6.324999999999999,0,201601,23
112.990757,24.704997,6.449999999999999,0,201601,24
113.003594,24.704997,6.55,0,201601,25
113.016431,24.704997,6.525,0,201601,26
112.84955,24.713467,6.675,0,201601,27
112.862387,24.713467,6.05,0,201601,28
112.875224,24.713467,4.525,0,201601,29
112.888061,24.713467,3.975,0,201601,30
112.900898,24.713467,3.35,0,201601,31
112.913735,24.713467,3.875,0,201601,32
112.926572,24.713467,4.4,0,201601,33
112.939409,24.713467,4.775,0,201601,34
112.952246,24.713467,5.275,0,201601,35
112.965083,24.713467,5.85,0,201601,36
112.97792,24.713467,6.15,0,201601,37
112.990757,24.713467,6.25,0,201601,38
113.003594,24.713467,6.375,0,201601,39
112.84955,24.721937,6.15,0,201601,40
112.862387,24.721937,5.525,0,201601,41
112.875224,24.721937,4.175000000000001,0,201601,42
112.888061,24.721937,3.5500000000000003,0,201601,43
112.900898,24.721937,3.4750000000000005,0,201601,44
112.913735,24.721937,3.95,0,201601,45
112.926572,24.721937,4.2,0,201601,46
112.939409,24.721937,4.45,0,201601,47
112.952246,24.721937,5.1,0,201601,48
112.965083,24.721937,5.550000000000001,0,201601,49
112.97792,24.721937,6.0,0,201601,50
112.990757,24.721937,6.074999999999999,0,201601,51
113.003594,24.721937,6.25,0,201601,52
112.862387,24.730407,5.55,0,201601,53
112.875224,24.730407,4.375,0,201601,54
112.888061,24.730407,4.025,0,201601,55
112.900898,24.730407,3.875,0,201601,56
112.913735,24.730407,4.325,0,201601,57
112.926572,24.730407,4.075,0,201601,58
112.939409,24.730407,4.525,0,201601,59
112.952246,24.730407,5.025,0,201601,60
112.965083,24.730407,5.575,0,201601,61
112.97792,24.730407,5.85,0,201601,62
112.990757,24.730407,6.074999999999999,0,201601,63
113.003594,24.730407,6.275,0,201601,64
112.84955,24.738877,6.449999999999999,0,201601,65
112.862387,24.738877,5.9,0,201601,66
112.875224,24.738877,5.075,0,201601,67
112.888061,24.738877,4.875,0,201601,68
112.900898,24.738877,4.975,0,201601,69
112.913735,24.738877,4.8,0,201601,70
112.926572,24.738877,4.3,0,201601,71
112.939409,24.738877,4.35,0,201601,72
112.952246,24.738877,4.95,0,201601,73
112.965083,24.738877,5.55,0,201601,74
112.97792,24.738877,5.9750000000000005,0,201601,75
112.990757,24.738877,6.175,0,201601,76
113.003594,24.738877,6.275,0,201601,77
112.84955,24.747347,6.875,0,201601,78
112.862387,24.747347,6.4,0,201601,79
112.875224,24.747347,6.025,0,201601,80
112.888061,24.747347,5.625,0,201601,81
112.900898,24.747347,5.375,0,201601,82
112.913735,24.747347,4.875,0,201601,83
112.926572,24.747347,4.449999999999999,0,201601,84
112.939409,24.747347,4.275,0,201601,85
112.952246,24.747347,4.825,0,201601,86
112.965083,24.747347,5.5,0,201601,87
112.97792,24.747347,6.05,0,201601,88
112.84955,24.755817,7.5,0,201601,89
112.862387,24.755817,7.1,0,201601,90
112.875224,24.755817,6.675,0,201601,91
112.888061,24.755817,6.025,0,201601,92
112.900898,24.755817,5.375,0,201601,93
112.913735,24.755817,4.775,0,201601,94
112.926572,24.755817,4.225,0,201601,95
112.939409,24.755817,4.025,0,201601,96
112.952246,24.755817,4.775,0,201601,97
112.965083,24.755817,5.275,0,201601,98
112.97792,24.755817,5.9,0,201601,99
112.84955,24.764287,7.824999999999999,0,201601,100
112.862387,24.764287,7.375,0,201601,101
112.875224,24.764287,6.85,0,201601,102
112.888061,24.764287,6.35,0,201601,103
112.900898,24.764287,5.7250000000000005,0,201601,104
112.913735,24.764287,5.125,0,201601,105
112.926572,24.764287,4.4,0,201601,106
112.939409,24.764287,3.925,0,201601,107
112.952246,24.764287,4.35,0,201601,108
112.965083,24.764287,4.824999999999999,0,201601,109
112.97792,24.764287,5.6000000000000005,0,201601,110
112.836713,24.772757,8.1,0,201601,111
112.84955,24.772757,7.774999999999999,0,201601,112
112.862387,24.772757,7.175,0,201601,113
112.875224,24.772757,6.6,0,201601,114
112.888061,24.772757,6.45,0,201601,115
112.900898,24.772757,6.025,0,201601,116
112.913735,24.772757,5.425000000000001,0,201601,117
112.926572,24.772757,4.85,0,201601,118
112.939409,24.772757,4.225,0,201601,119
112.952246,24.772757,4.2,0,201601,120
112.965083,24.772757,5.05,0,201601,121
112.97792,24.772757,5.525,0,201601,122
112.836713,24.781227,8.075000000000001,0,201601,123
112.84955,24.781227,7.6,0,201601,124
112.862387,24.781227,6.85,0,201601,125
112.875224,24.781227,6.0,0,201601,126
112.888061,24.781227,5.85,0,201601,127
112.900898,24.781227,5.75,0,201601,128
112.913735,24.781227,5.250000000000001,0,201601,129
112.926572,24.781227,4.800000000000001,0,201601,130
112.939409,24.781227,4.275,0,201601,131
112.952246,24.781227,3.95,0,201601,132
112.965083,24.781227,4.725,0,201601,133
112.97792,24.781227,5.550000000000001,0,201601,134
112.84955,24.789697,7.325,0,201601,135
112.862387,24.789697,6.675,0,201601,136
112.875224,24.789697,6.050000000000001,0,201601,137
112.888061,24.789697,5.7,0,201601,138
112.900898,24.789697,5.5,0,201601,139
112.913735,24.789697,4.875,0,201601,140
112.926572,24.789697,4.3,0,201601,141
112.939409,24.789697,3.9,0,201601,142
112.952246,24.789697,3.825,0,201601,143
112.965083,24.789697,4.5,0,201601,144
112.97792,24.789697,5.375,0,201601,145
112.84955,24.798167,7.15,0,201601,146
112.862387,24.798167,6.75,0,201601,147
112.875224,24.798167,6.675,0,201601,148
112.888061,24.798167,6.125,0,201601,149
112.900898,24.798167,5.55,0,201601,150
112.913735,24.798167,4.975,0,201601,151
112.926572,24.798167,4.4,0,201601,152
112.939409,24.798167,3.875,0,201601,153
112.952246,24.798167,3.625,0,201601,154
112.965083,24.798167,4.125,0,201601,155
112.97792,24.798167,4.65,0,201601,156
112.875224,24.806637,7.225,0,201601,157
112.888061,24.806637,6.725,0,201601,158
112.900898,24.806637,6.0,0,201601,159
112.913735,24.806637,5.199999999999999,0,201601,160
112.926572,24.806637,4.65,0,201601,161
112.939409,24.806637,4.15,0,201601,162
112.952246,24.806637,3.775,0,201601,163
112.965083,24.806637,3.975,0,201601,164
112.97792,24.806637,4.625,0,201601,165
112.875224,24.815107,7.325,0,201601,166
112.888061,24.815107,6.824999999999999,0,201601,167
112.900898,24.815107,6.0,0,201601,168
112.913735,24.815107,5.15,0,201601,169
112.926572,24.815107,4.5,0,201601,170
112.939409,24.815107,3.975,0,201601,171
112.952246,24.815107,3.775,0,201601,172
112.965083,24.815107,4.4,0,201601,173
112.875224,24.823577,7.075,0,201601,174
112.888061,24.823577,6.8,0,201601,175
112.900898,24.823577,5.825,0,201601,176
112.913735,24.823577,5.1000000000000005,0,201601,177
112.926572,24.823577,4.3,0,201601,178
112.939409,24.823577,3.85,0,201601,179
112.952246,24.823577,3.775,0,201601,180
112.965083,24.823577,4.375,0,201601,181
112.888061,24.832047,6.825,0,201601,182
112.900898,24.832047,5.675,0,201601,183
112.913735,24.832047,5.3,0,201601,184
112.888061,24.840517,6.925,0,201601,185
