经度,纬度,降水量_avg,相对湿度 (%)_avg,温度_avg
112.952246,24.688057,1165.2798913043478,52.93282608695653,19.97255434782609
112.965083,24.688057,1128.8940217391305,50.563804347826114,20.54891304347826
112.97792,24.688057,1094.7635869565217,50.82456521739131,21.139402173913048
112.862387,24.696527,1107.1929347826087,44.498152173913056,21.23913043478261
112.888061,24.696527,1279.4483695652175,44.34445652173913,18.259239130434775
112.939409,24.696527,1223.7771739130435,51.29836956521737,19.058695652173913
112.952246,24.696527,1186.6059782608695,49.54423913043481,19.63396739130435
112.965083,24.696527,1128.0842391304348,47.737173913043506,20.54239130434783
112.97792,24.696527,1094.7635869565217,49.710652173913054,21.139402173913048
112.990757,24.696527,1087.8532608695652,48.37054347826086,21.28206521739131
113.003594,24.696527,1084.8125,49.23728260869565,21.28097826086957
113.016431,24.696527,1081.9130434782608,48.936847826086954,21.317934782608702
112.84955,24.704997,1092.9782608695652,44.20086956521739,21.63451086956522
112.862387,24.704997,1104.695652173913,44.361304347826085,21.350271739130438
112.875224,24.704997,1179.2201086956522,44.318695652173915,19.829347826086952
112.888061,24.704997,1252.5516304347825,44.52195652173914,18.671739130434784
112.900898,24.704997,1363.570652173913,44.891304347826086,16.994021739130435
112.913735,24.704997,1321.6603260869565,45.80065217391305,17.58695652173913
112.926572,24.704997,1262.4592391304348,46.677391304347836,18.478804347826088
112.939409,24.704997,1233.8967391304348,49.92510869565217,18.893750000000008
112.952246,24.704997,1190.3559782608695,49.21760869565217,19.57309782608695
112.965083,24.704997,1143.0326086956522,48.51695652173915,20.294836956521745
112.97792,24.704997,1108.7880434782608,49.4475,20.89619565217392
112.990757,24.704997,1096.8505434782608,47.302608695652175,21.116847826086953
113.003594,24.704997,1084.8125,49.302065217391316,21.28097826086957
113.016431,24.704997,1081.9130434782608,50.29934782608694,21.317934782608702
112.84955,24.713467,1110.4619565217392,45.21923913043477,21.245923913043484
112.862387,24.713467,1152.2554347826087,44.645543478260855,20.429619565217397
112.875224,24.713467,1269.2690217391305,44.65184782608697,18.469021739130437
112.888061,24.713467,1312.2798913043478,45.46434782608696,17.77934782608696
112.900898,24.713467,1356.7635869565217,45.69630434782608,17.03586956521739
112.913735,24.713467,1312.3967391304348,45.67206521739131,17.677445652173905
112.926572,24.713467,1266.8722826086957,48.673586956521724,18.36358695652174
112.939409,24.713467,1236.0054347826087,49.13293478260869,18.83260869565218
112.952246,24.713467,1194.1032608695652,49.97902173913043,19.49266304347827
112.965083,24.713467,1145.679347826087,49.69978260869566,20.227445652173916
112.97792,24.713467,1119.7228260869565,48.998043478260854,20.690217391304344
112.990757,24.713467,1109.7201086956522,49.42782608695652,20.891847826086952
113.003594,24.713467,1097.945652173913,49.14195652173912,21.0616847826087
112.84955,24.721937,1136.3858695652175,48.222173913043484,20.564673913043485
112.862387,24.721937,1186.7690217391305,47.79608695652175,19.757880434782606
112.875224,24.721937,1294.0108695652175,48.14282608695652,18.04048913043479
112.888061,24.721937,1338.6548913043478,48.14108695652173,17.28586956521739
112.900898,24.721937,1341.6847826086957,46.74260869565218,17.20815217391305
112.913735,24.721937,1300.8369565217392,45.69467391304349,17.7875
112.926572,24.721937,1283.2119565217392,48.04869565217391,18.09402173913044
112.939409,24.721937,1261.3505434782608,48.76358695652175,18.44320652173913
112.952246,24.721937,1206.6467391304348,49.04456521739129,19.275543478260868
112.965083,24.721937,1168.4375,49.60902173913042,19.887771739130436
112.97792,24.721937,1128.3369565217392,49.548913043478244,20.54157608695652
112.990757,24.721937,1123.8994565217392,50.4878260869565,20.66413043478261
113.003594,24.721937,1105.4972826086957,49.636956521739165,20.936413043478254
112.862387,24.730407,1173.9592391304348,49.571521739130446,19.805434782608696
112.875224,24.730407,1269.4701086956522,48.93673913043476,18.31195652173913
112.888061,24.730407,1291.5869565217392,49.03695652173913,17.900815217391308
112.900898,24.730407,1300.2798913043478,48.49489130434781,17.734782608695653
112.913735,24.730407,1262.0489130434783,49.10913043478261,18.279347826086962
112.926572,24.730407,1290.5625,48.38652173913045,17.947554347826085
112.939409,24.730407,1251.5271739130435,49.779565217391294,18.5304347826087
112.952246,24.730407,1211.2309782608695,49.62586956521738,19.18559782608696
112.965083,24.730407,1160.9130434782608,49.54804347826087,19.97201086956522
112.97792,24.730407,1138.616847826087,50.76271739130434,20.38423913043478
112.990757,24.730407,1120.75,50.896413043478276,20.69728260869565
113.003594,24.730407,1099.0054347826087,50.060543478260854,21.00000000000001
112.84955,24.738877,1104.9619565217392,49.66847826086958,21.02119565217392
112.862387,24.738877,1141.804347826087,50.70293478260871,20.271195652173905
112.875224,24.738877,1205.4157608695652,49.91097826086958,19.227445652173916
112.888061,24.738877,1213.6576086956522,50.9457608695652,18.98777173913043
112.900898,24.738877,1198.0244565217392,49.56065217391306,19.109239130434784
